keggId	uniprotId	proteinNames	geneNames	txt_subunit	function	id_uniprot	complexPortal	complexPortal_uniprotId	complexPortal_protName	structure	interact	by_similarity	gene_from_structure	otherSubunits	subunitsFromName	otherIsoforms	isoformIndication	subunitIndication	sameEnzymeMembership	redundancy	stringSubunits	isoform	geneName_fromKEGG
5211	Q7L2M7	[]	[]			['Q7L2M7']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['PFKP', 'PFKM', 'PFKL']	['PFKL', ' ATP-PFK', ' PFK-B', ' PFK-L']
5213	P08237	['ATP-dependent 6-phosphofructokinase, muscle type', '6-phosphofructokinase type A', 'Phosphofructo-1-kinase isozyme A', 'PFK-A', 'Phosphohexokinase']	['PFKM', 'PFKX']	Homo- and heterotetramers (By similarity). Phosphofructokinase (PFK) enzyme functions as a tetramer composed of different combinations of 3 types of subunits, called PFKM (where M stands for Muscle), PFKL (Liver) and PFKP (Platelet). The composition of the PFK tetramer differs according to the tissue type it is present in. In muscles, it is composed of 4 PFKM subunits (also called M4). In the liver, the predominant form is a tetramer of PFKL subunits (L4). In erythrocytes, both PFKM and PFKL subunits randomly tetramerize to form M4, L4 and other combinations (ML3, M2L2, M3L). The kinetic and regulatory properties of the tetrameric enzyme are dependent on the subunit composition, hence can vary across tissues (Probable). Interacts (via C-terminus) with HK1 (via N-terminal spermatogenic cell-specific region) (By similarity).	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis.	['P08237', 'J3KNX3', 'Q16814', 'Q16815', 'Q6ZTT1']	CPX-2002	['P17858', 'P08237']	['PFKL', 'PFKM']		['HK1']	[]	['PFKM', 'PFKL', 'PFKP', 'PFKL', 'ML3', 'M2L2', 'M3L']	['different', 'combinations', 'of', '3', 'types', 'of', 'subunits', 'called', 'pfkm', 'where', 'm', 'stands', 'for', 'muscle', 'pfkl', 'liver', 'and', 'pfkp', 'platelet', 'called', 'pfkm', 'where', 'm', 'stands', 'for', 'muscle', 'pfkl', 'liver', 'and', 'pfkp', 'platelet', '4', 'pfkm', 'subunits', 'also', 'called', 'm4', 'pfkl', 'subunits', 'l4', 'is', 'a', 'tetramer', 'of', 'pfkl', 'subunits', 'l4', 'm4', 'l4', 'and', 'other', 'combinations', 'ml3', 'm2l2', 'm3l', 'via', 'c', 'terminus', 'with', 'hk1', 'via', 'n', 'terminal', 'spermatogenic', 'cell', 'specific', 'region', 'by', 'similarity', 's', 'via', 'c', 'terminus', 'with', 'hk1', 'via', 'n', 'terminal', 'spermatogenic', 'cell', 'specific', 'region', 'by', 'similarity']	[]	[]	True	False	False	[]	[]	['PFKP', 'PFKM', 'PFKL']	['PFKM', ' ATP-PFK', ' GSD7', ' PFK-1', ' PFK-A', ' PFK1', ' PFKA', ' PFKX', ' PPP1R122']
5213	A0A024R0Y5	['ATP-dependent 6-phosphofructokinase']	['PFKM', 'hCG_27714']	Homo- and heterotetramers.	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis.	['A0A024R0Y5']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['PFKP', 'PFKM', 'PFKL']	['PFKM', ' ATP-PFK', ' GSD7', ' PFK-1', ' PFK-A', ' PFK1', ' PFKA', ' PFKX', ' PPP1R122']
5214	Q01813	['ATP-dependent 6-phosphofructokinase, platelet type', '6-phosphofructokinase type C', 'Phosphofructo-1-kinase isozyme C', 'PFK-C', 'Phosphohexokinase']	['PFKP', 'PFKF']	Homo- and heterotetramers (By similarity). Phosphofructokinase (PFK) enzyme functions as a tetramer composed of different combinations of 3 types of subunits, called PFKM (where M stands for Muscle), PFKL (Liver) and PFKP (Platelet). The composition of the PFK tetramer differs according to the tissue type it is present in. In muscles, it is composed of 4 PFKM subunits (also called M4). In the liver, the predominant form is a tetramer of PFKL subunits (L4). In erythrocytes, both PFKM and PFKL subunits randomly tetramerize to form M4, L4 and other combinations (ML3, M2L2, M3L). In platelets, brain and fibroblasts, PFK contains a higher proportion of PFKP subunits. The kinetic and regulatory properties of the tetrameric enzyme are dependent on the subunit composition, hence can vary across tissues (Probable).	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis.	['Q01813', 'B3KS15', 'Q5VSR7', 'Q5VSR8']	CPX-1999	['Q01813']	['PFKP']		[]	[]	['PFKM', 'PFKL', 'PFKP', 'PFKL', 'ML3', 'M2L2', 'M3L']	['different', 'combinations', 'of', '3', 'types', 'of', 'subunits', 'called', 'pfkm', 'where', 'm', 'stands', 'for', 'muscle', 'pfkl', 'liver', 'and', 'pfkp', 'platelet', 'called', 'pfkm', 'where', 'm', 'stands', 'for', 'muscle', 'pfkl', 'liver', 'and', 'pfkp', 'platelet', '4', 'pfkm', 'subunits', 'also', 'called', 'm4', 'pfkl', 'subunits', 'l4', 'is', 'a', 'tetramer', 'of', 'pfkl', 'subunits', 'l4', 'm4', 'l4', 'and', 'other', 'combinations', 'ml3', 'm2l2', 'm3l', 'a', 'higher', 'proportion', 'of', 'pfkp', 'subunits']	[]	[]	True	False	False	[]	[]	['PFKP', 'PFKM', 'PFKL']	['PFKP', ' ATP-PFK', ' PFK-C', ' PFK-P', ' PFKF']
5223	P18669	['Phosphoglycerate mutase 1', 'BPG-dependent PGAM 1', 'Phosphoglycerate mutase isozyme B', 'PGAM-B']	['PGAM1', 'PGAMA', 'CDABP0006']	Homodimer.	Interconversion of 3- and 2-phosphoglycerate with 2,3-bisphosphoglycerate as the primer of the reaction. Can also catalyze the reaction of EC 5.4.2.4 (synthase), but with a reduced activity.	['P18669', 'Q9BWC0']		[]	[]		[]	[]	[]	[]	[]	[]	True	False	False	[]	[]	['PGAM2', 'PGAM1', 'PGAM4']	['PGAM1', ' HEL-S-35', ' PGAM-B', ' PGAMA']
5223	Q6FHU2	['Phosphoglycerate mutase']	['PGAM1', 'HEL-S-35', 'hCG_2015269', 'hCG_25778']			['Q6FHU2']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['PGAM2', 'PGAM1', 'PGAM4']	['PGAM1', ' HEL-S-35', ' PGAM-B', ' PGAMA']
5224	P15259	['Phosphoglycerate mutase 2', 'BPG-dependent PGAM 2', 'Muscle-specific phosphoglycerate mutase', 'Phosphoglycerate mutase isozyme M', 'PGAM-M']	['PGAM2', 'PGAMM']	Homodimer. Interacts with ENO1.	Interconversion of 3- and 2-phosphoglycerate with 2,3-bisphosphoglycerate as the primer of the reaction. Can also catalyze the reaction of EC 5.4.2.4 (synthase), but with a reduced activity.	['P15259']		[]	[]		['ENO1']	[]	[]	['eno1', 'with', 'eno1', 's', 'with', 'eno1']	[]	[]	True	False	False	[]	[]	['PGAM2', 'PGAM1', 'PGAM4']	['PGAM2', ' GSD10', ' PGAM-M', ' PGAMM']
5225	P20142	['Gastricsin']	[]		Hydrolyzes a variety of proteins.	['P20142', 'B4DVZ3', 'Q5T3D7', 'Q5T3D8']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['PGC']	['PGC', ' PEPC', ' PGII']
523	P38606	['V-type proton ATPase catalytic subunit A', 'V-ATPase subunit A', 'V-ATPase 69 kDa subunit', 'Vacuolar ATPase isoform VA68', 'Vacuolar proton pump subunit alpha']	['ATP6V1A', 'ATP6A1', 'ATP6V1A1', 'VPP2']	V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex (main components: subunits A, B, C, D, E, and F) attached to an integral membrane V0 proton pore complex (main component: the proteolipid protein).	Catalytic subunit of the peripheral V1 complex of vacuolar ATPase. V-ATPase vacuolar ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells. In aerobic conditions, involved in intracellular iron homeostasis, thus triggering the activity of Fe(2+) prolyl hydroxylase (PHD) enzymes, and leading to HIF1A hydroxylation and subsequent proteasomal degradation (PubMed:28296633). May play a role in neurite development and synaptic connectivity (PubMed:29668857).	['P38606', 'B2RBR8', 'B7Z1R5', 'D3DN75', 'Q53YD9', 'Q96DY6', 'Q9UHY3']		[]	[]		[]	[]	[]	['main', 'components', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'main', 'component', 'the', 'proteolipid', 'protein', 's', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'main', 'the', 'proteolipid', 'protein', 'a', 'peripheral', 'catalytic', 'v1', 'complex', 'main', 'components', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'main', 'component', 'the', 'proteolipid', 'protein', 'main', 'components', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'main', 'component', 'the', 'proteolipid', 'protein', 's', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'main', 'the', 'proteolipid', 'protein']	['A', 'A', 'kDa', 'alpha']	[]	True	True	False	[]	[]	['ATP6V1A']	['ATP6V1A', ' ARCL2D', ' ATP6A1', ' ATP6V1A1', ' HO68', ' IECEE3', ' VA68', ' VPP2', ' Vma1']
5243	P08183	['ATP-dependent translocase ABCB1', 'ATP-binding cassette sub-family B member 1', 'Multidrug resistance protein 1', 'P-glycoprotein 1', 'Phospholipid transporter ABCB1']	['ABCB1', 'MDR1', 'PGY1']	Interacts with PSMB5. Finds in a complex with ABCB1, TFPI2 and PPP2R3C; leading to the dephosphorylation of ABCB1.	Translocates drugs and phospholipids across the membrane (PubMed:8898203, PubMed:2897240, PubMed:9038218). Catalyzes the flop of phospholipids from the cytoplasmic to the exoplasmic leaflet of the apical membrane. Participates mainly to the flop of phosphatidylcholine, phosphatidylethanolamine, beta-D-glucosylceramides and sphingomyelins (PubMed:8898203). Energy-dependent efflux pump responsible for decreased drug accumulation in multidrug-resistant cells (PubMed:2897240, PubMed:9038218).	['P08183', 'A8K294', 'B5AK60', 'Q12755', 'Q14812']		[]	[]		['PSMB5']	[]	[]	['psmb5', 'with', 'psmb5', 's', 'with', 'psmb5', 'with', 'abcb1', 'tfpi2', 'and', 'ppp2r3c', 'leading', 'to', 'the', 'dephosphorylation', 'of', 'abcb1', 'with', 'abcb1', 'tfpi2', 'and', 'ppp2r3c', 'leading', 'to', 'the', 'dephosphorylation', 'of', 'abcb1']	[]	[]	False	False	False	[]	[]	['ABCB1']	['ABCB1', ' ABC20', ' CD243', ' CLCS', ' GP170', ' MDR1', ' P-GP', ' PGY1', ' p-170']
5243	A4D1D2	[]	['ABCB1', 'hCG_20818', 'tcag7.316']			['A4D1D2']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['ABCB1']	['ABCB1', ' ABC20', ' CD243', ' CLCS', ' GP170', ' MDR1', ' P-GP', ' PGY1', ' p-170']
525	P15313	['V-type proton ATPase subunit B, kidney isoform', 'V-ATPase subunit B 1', 'Endomembrane proton pump 58 kDa subunit', 'Vacuolar proton pump subunit B 1']	['ATP6V1B1', 'ATP6B1', 'VATB', 'VPP3']	V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex (main components: subunits A, B, C, D, E, and F) attached to an integral membrane V0 proton pore complex (main component: the proteolipid protein). Forms a complex with SLC9A3R1 and SCL4A7.	Non-catalytic subunit of the peripheral V1 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.	['P15313', 'Q53FY0', 'Q6P4H6']		[]	[]		[]	[]	[]	['main', 'components', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'main', 'component', 'the', 'proteolipid', 'protein', 's', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'main', 'the', 'proteolipid', 'protein', 'a', 'peripheral', 'catalytic', 'v1', 'complex', 'main', 'components', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'main', 'component', 'the', 'proteolipid', 'protein', 'main', 'components', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'main', 'component', 'the', 'proteolipid', 'protein', 's', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'main', 'the', 'proteolipid', 'protein', 'with', 'slc9a3r1', 'and', 'scl4a7', 's', 'a', 'complex', 'with', 'slc9a3r1', 'and', 'scl4a7', 'a', 'complex', 'with', 'slc9a3r1', 'and', 'scl4a7', 'with', 'slc9a3r1', 'and', 'scl4a7']	['B', 'B', 'kDa', 'B']	[]	True	True	False	[]	['ATP6V1G2', 'ATP6V1G1', 'TCIRG1']	['ATP6V1B2', 'ATP6V1B1']	['ATP6V1B1', ' ATP6B1', ' DRTA2', ' RTA1B', ' VATB', ' VMA2', ' VPP3']
5250	Q00325	['Phosphate carrier protein, mitochondrial', 'Phosphate transport protein', 'PTP', 'Solute carrier family 25 member 3']	['SLC25A3', 'PHC', 'OK/SW-cl.48']	Interacts with PPIF; the interaction is impaired by CsA.	Transport of phosphate groups from the cytosol to the mitochondrial matrix. Phosphate is cotransported with H(+). May play a role regulation of the mitochondrial permeability transition pore (mPTP).	['Q00325', 'B3KS34', 'Q7Z7N7', 'Q96A03']		[]	[]		[]	[]	[]	['ppif', 'the', 'interaction', 'is', 'impaired', 'by', 'csa', 'with', 'ppif', 'the', 'interaction', 'is', 'impaired', 'by', 'csa', 's', 'with', 'ppif', 'the', 'ion', 'is', 'impaired', 'by', 'csa']	[]	[]	False	False	False	[]	[]	['SLC25A3']	['SLC25A3', ' OK/SW-cl.48', ' PHC', ' PTP']
5250	A0A024RBH9	[]	['SLC25A3', 'hCG_36721']			['A0A024RBH9']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['SLC25A3']	['SLC25A3', ' OK/SW-cl.48', ' PHC', ' PTP']
5250	Q6MZF9	[]	[]			['Q6MZF9']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['SLC25A3']	['SLC25A3', ' OK/SW-cl.48', ' PHC', ' PTP']
526	P21281	['V-type proton ATPase subunit B, brain isoform', 'V-ATPase subunit B 2', 'Endomembrane proton pump 58 kDa subunit', 'HO57', 'Vacuolar proton pump subunit B 2']	['ATP6V1B2', 'ATP6B2', 'VPP3']	V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex (main components: subunits A, B, C, D, E, and F) attached to an integral membrane V0 proton pore complex (main component: the proteolipid protein).	Non-catalytic subunit of the peripheral V1 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.	['P21281', 'B2R5Z3', 'D3DSQ5', 'Q14544', 'Q15859', 'Q96IR0']		[]	[]		[]	[]	[]	['main', 'components', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'main', 'component', 'the', 'proteolipid', 'protein', 's', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'main', 'the', 'proteolipid', 'protein', 'a', 'peripheral', 'catalytic', 'v1', 'complex', 'main', 'components', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'main', 'component', 'the', 'proteolipid', 'protein', 'main', 'components', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'main', 'component', 'the', 'proteolipid', 'protein', 's', 'subunits', 'a', 'b', 'c', 'd', 'e', 'and', 'f', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'main', 'the', 'proteolipid', 'protein']	['B', 'B', 'kDa', 'B']	[]	True	True	False	[]	[]	['ATP6V1B2', 'ATP6V1B1']	['ATP6V1B2', ' ATP6B1B2', ' ATP6B2', ' DOOD', ' HO57', ' VATB', ' VPP3', ' Vma2', ' ZLS2']
526	A0A140VK65	['Vacuolar proton pump subunit B', 'V-ATPase subunit B']	[]	V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex attached to an integral membrane V0 proton pore complex.	Non-catalytic subunit of the peripheral V1 complex of vacuolar ATPase.	['A0A140VK65']		[]	[]		[]	[]	[]	['attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'a', 'peripheral', 'catalytic', 'v1', 'complex', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore']	['B', 'B']	[]	False	True	False	[]	[]	['ATP6V1B2', 'ATP6V1B1']	['ATP6V1B2', ' ATP6B1B2', ' ATP6B2', ' DOOD', ' HO57', ' VATB', ' VPP3', ' Vma2', ' ZLS2']
527	P27449	['V-type proton ATPase 16 kDa proteolipid subunit', 'V-ATPase 16 kDa proteolipid subunit']	['ATP6V0C', 'ATP6C', 'ATP6L', 'ATPL']	(Microbial infection) Interacts with HTLV-1 accessory protein p12I.	Proton-conducting pore forming subunit of the membrane integral V0 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.	['P27449', 'Q6FH26']		[]	[]		['HTLV-1']	[]	[]	['htlv', '1', 'accessory', 'protein', 'p12i', 'with', 'htlv', '1', 'accessory', 'protein', 'p12i', 's', 'with', 'htlv', '1', 'accessory', 'protein', 'p12i']	['proteolipid', 'proteolipid']	[]	False	True	False	[]	[]	['ATP6V0C']	['ATP6V0C', ' ATP6C', ' ATP6L', ' ATPL', ' VATL', ' VPPC', ' Vma3']
528	P21283	['V-type proton ATPase subunit C 1', 'V-ATPase subunit C 1']	['ATP6V1C1', 'ATP6C', 'ATP6D', 'VATC']	V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex (components A to H) attached to an integral membrane V0 proton pore complex (components: a, c, c', c'' and d).	Subunit of the peripheral V1 complex of vacuolar ATPase. Subunit C is necessary for the assembly of the catalytic sector of the enzyme and is likely to have a specific function in its catalytic activity. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.	['P21283']		[]	[]		[]	[]	[]	['components', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'components', 'a', 'c', 'c', 'c', 'and', 'd', 's', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 's', 'a', 'c', 'c', 'c', 'and', 'd', 'a', 'peripheral', 'catalytic', 'v1', 'complex', 'components', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'components', 'a', 'c', 'c', 'c', 'and', 'd', 'components', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'components', 'a', 'c', 'c', 'c', 'and', 'd', 's', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 's', 'a', 'c', 'c', 'c', 'and', 'd']	['C', 'C']	[]	False	True	False	[]	[]	['ATP6V1C1', 'ATP6V1C2']	['ATP6V1C1', ' ATP6C', ' ATP6D', ' VATC', ' Vma5']
528	A0A024R9I0	['V-type proton ATPase subunit C']	['ATP6V1C1', 'hCG_14602']	V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex (components A to H) attached to an integral membrane V0 proton pore complex.	Subunit of the peripheral V1 complex of vacuolar ATPase. Subunit C is necessary for the assembly of the catalytic sector of the enzyme and is likely to have a specific function in its catalytic activity. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.	['A0A024R9I0']		[]	[]		[]	[]	[]	['components', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 's', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'a', 'peripheral', 'catalytic', 'v1', 'complex', 'components', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'components', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 's', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex']	['C']	[]	False	True	False	[]	[]	['ATP6V1C1', 'ATP6V1C2']	['ATP6V1C1', ' ATP6C', ' ATP6D', ' VATC', ' Vma5']
529	P36543	['V-type proton ATPase subunit E 1', 'V-ATPase subunit E 1', 'V-ATPase 31 kDa subunit', 'p31', 'Vacuolar proton pump subunit E 1']	['ATP6V1E1', 'ATP6E', 'ATP6E2']	V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex (components A to H) attached to an integral membrane V0 proton pore complex (components: a, c, c', c'' and d). Interacts with RABL2/RABL2A; binds preferentially to GTP-bound RABL2 (By similarity). Interacts with ALDOC. Interacts with RAB11B.	Subunit of the peripheral V1 complex of vacuolar ATPase essential for assembly or catalytic function. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.	['P36543', 'A8MUE4', 'A8MUN4']		[]	[]		['RABL2/RABL2A', 'RABL2', 'ALDOC', 'RAB11B']	['RABL2/RABL2A', 'RABL2']	[]	['components', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'components', 'a', 'c', 'c', 'c', 'and', 'd', 's', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 's', 'a', 'c', 'c', 'c', 'and', 'd', 'a', 'peripheral', 'catalytic', 'v1', 'complex', 'components', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 'components', 'a', 'c', 'c', 'c', 'and', 'd', 'components', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'components', 'a', 'c', 'c', 'c', 'and', 'd', 's', 'a', 'to', 'h', 'attached', 'to', 'an', 'integral', 'membrane', 'v0', 'proton', 'pore', 'complex', 's', 'a', 'c', 'c', 'c', 'and', 'd', 'rabl2', 'rabl2a', 'binds', 'preferentially', 'to', 'gtp', 'bound', 'rabl2', 'by', 'similarity', 'preferentially', 'to', 'gtp', 'bound', 'rabl2', 'by', 'similarity', 's', 'preferentially', 'to', 'gtp', 'bound', 'rabl2', 'by', 'similarity', 'with', 'rabl2', 'rabl2a', 'binds', 'preferentially', 'to', 'gtp', 'bound', 'rabl2', 'by', 'similarity', 's', 'with', 'rabl2', 'rabl2a', 'binds', 'preferentially', 'to', 'gtp', 'bound', 'rabl2', 'by', 'similarity', 'aldoc', 'with', 'aldoc', 's', 'with', 'aldoc', 'rab11b', 'with', 'rab11b', 's', 'with', 'rab11b']	['E', 'E', 'kDa', 'E']	[]	False	True	False	[]	[]	['ATP6V1E2', 'ATP6V1E1']	['ATP6V1E1', ' ARCL2C', ' ATP6E', ' ATP6E2', ' ATP6V1E', ' P31', ' Vma4']
529	Q53Y06	[]	['ATP6V1E1', 'hCG_21530']			['Q53Y06']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['ATP6V1E2', 'ATP6V1E1']	['ATP6V1E1', ' ARCL2C', ' ATP6E', ' ATP6E2', ' ATP6V1E', ' P31', ' Vma4']
5313	P30613	['Pyruvate kinase PKLR', 'Pyruvate kinase 1', 'Pyruvate kinase isozymes L/R', 'R-type/L-type pyruvate kinase', 'Red cell/liver pyruvate kinase']	['PKLR', 'PK1', 'PKL']	Homotetramer.	Plays a key role in glycolysis.	['P30613', 'O75758', 'P11973']	CPX-3095	['P30613-1']	['PKLR']		[]	[]	[]	[]	[]	[]	True	False	False	[]	[]	['PKLR']	['PKLR', ' PK1', ' PKL', ' PKRL', ' RPK']
